ensembl_gene_id	hsapiens_homolog_associated_gene_name
3775	ENSMUSG00000095610	RNU6-487P
3776	ENSMUSG00000070126	MIR199A2
3777	ENSMUSG00000088529	RF00424
3778	ENSMUSG00000088529	SCARNA16
3779	ENSMUSG00000064437	SNORD49B
3780	ENSMUSG00000084451	RNU4-39P
3781	ENSMUSG00000065463	SNORD45C
3782	ENSMUSG00000098749	RF01979
3783	ENSMUSG00000029490	SLC49A3
3784	ENSMUSG00000096070	SNORD116-6
3785	ENSMUSG00000096070	SNORD116-9
3786	ENSMUSG00000096070	SNORD116-3
3787	ENSMUSG00000096070	SNORD116-5
3788	ENSMUSG00000096070	SNORD116-1
3789	ENSMUSG00000096070	SNORD116-7
3790	ENSMUSG00000096070	SNORD116-2
3791	ENSMUSG00000096070	SNORD116-8
3792	ENSMUSG00000096070	SNORD116-4
3793	ENSMUSG00000098670	RF02116
3794	ENSMUSG00000088361	RN7SKP66
3795	ENSMUSG00000096170	RNA5S6
3796	ENSMUSG00000096170	RNA5S10
3797	ENSMUSG00000096170	RNA5S11
3798	ENSMUSG00000096170	RNA5S2
3799	ENSMUSG00000096170	RNA5S3
3800	ENSMUSG00000096170	RNA5S1
3801	ENSMUSG00000096170	RNA5S8
3802	ENSMUSG00000096170	RNA5S7
3803	ENSMUSG00000096170	RNA5S17
3804	ENSMUSG00000096170	RNA5S4
3805	ENSMUSG00000096170	RNA5S15
3806	ENSMUSG00000096170	RNA5S16
3807	ENSMUSG00000096170	RNA5S13
3808	ENSMUSG00000096170	RNA5S14
3809	ENSMUSG00000096170	RNA5S12
3810	ENSMUSG00000096170	RNA5S5
3811	ENSMUSG00000098788	RNU6-71P
3812	ENSMUSG00000096095	SNORD116-6
3813	ENSMUSG00000096095	SNORD116-9
3814	ENSMUSG00000096095	SNORD116-3
3815	ENSMUSG00000096095	SNORD116-5
3816	ENSMUSG00000096095	SNORD116-1
3817	ENSMUSG00000096095	SNORD116-7
3818	ENSMUSG00000096095	SNORD116-2
3819	ENSMUSG00000096095	SNORD116-8
3820	ENSMUSG00000096095	SNORD116-4
3821	ENSMUSG00000065258	SNORD24
3822	ENSMUSG00000089485	RN7SKP235
3823	ENSMUSG00000099136	RF01969
3824	ENSMUSG00000089469	RN7SKP136
3825	ENSMUSG00000088929	SNORD5
3826	ENSMUSG00000088335	RF00402
3827	ENSMUSG00000099332	RF02251
3828	ENSMUSG00000077755	RF00189
3829	ENSMUSG00000084604	SNORD114-10
3830	ENSMUSG00000095966	RNA5S6
3831	ENSMUSG00000095966	RNA5S10
3832	ENSMUSG00000095966	RNA5S11
3833	ENSMUSG00000095966	RNA5S2
3834	ENSMUSG00000095966	RNA5S3
3835	ENSMUSG00000095966	RNA5S1
3836	ENSMUSG00000095966	RNA5S8
3837	ENSMUSG00000095966	RNA5S7
3838	ENSMUSG00000095966	RNA5S17
3839	ENSMUSG00000095966	RNA5S4
3840	ENSMUSG00000095966	RNA5S15
3841	ENSMUSG00000095966	RNA5S16
3842	ENSMUSG00000095966	RNA5S13
3843	ENSMUSG00000095966	RNA5S14
3844	ENSMUSG00000095966	RNA5S12
3845	ENSMUSG00000095966	RNA5S5
3846	ENSMUSG00000094837	SNORD116-6
3847	ENSMUSG00000094837	SNORD116-9
3848	ENSMUSG00000094837	SNORD116-3
3849	ENSMUSG00000094837	SNORD116-5
3850	ENSMUSG00000094837	SNORD116-1
3851	ENSMUSG00000094837	SNORD116-7
3852	ENSMUSG00000094837	SNORD116-2
3853	ENSMUSG00000094837	SNORD116-8
3854	ENSMUSG00000094837	SNORD116-4
3855	ENSMUSG00000096868	SNORD116-6
3856	ENSMUSG00000096868	SNORD116-9
3857	ENSMUSG00000096868	SNORD116-3
3858	ENSMUSG00000096868	SNORD116-5
3859	ENSMUSG00000096868	SNORD116-1
3860	ENSMUSG00000096868	SNORD116-7
3861	ENSMUSG00000096868	SNORD116-2
3862	ENSMUSG00000096868	SNORD116-8
3863	ENSMUSG00000096868	SNORD116-4
3864	ENSMUSG00000098265	RF01891
3865	ENSMUSG00000080364	SNORA77B
3866	ENSMUSG00000080364	SNORA77
3867	ENSMUSG00000077603	RF00334
3868	ENSMUSG00000088461	RN7SKP57
3869	ENSMUSG00000087963	SNORA84
3870	ENSMUSG00000065405	MIR30A
3871	ENSMUSG00000092905	RF00017
3872	ENSMUSG00000095635	RNU6-738P
3873	ENSMUSG00000089111	RF00090
3874	ENSMUSG00000064943	RNU1-125P
3875	ENSMUSG00000084566	RN7SKP126
3876	ENSMUSG00000099010	RF01874
3877	ENSMUSG00000098423	RF02271
3878	ENSMUSG00000084501	RN7SKP298
3879	ENSMUSG00000065579	MIR425
3880	ENSMUSG00000089593	RNU6-977P
3881	ENSMUSG00000089593	RNU6-937P
3882	ENSMUSG00000094003	RNA5S6
3883	ENSMUSG00000094003	RNA5S10
3884	ENSMUSG00000094003	RNA5S11
3885	ENSMUSG00000094003	RNA5S2
3886	ENSMUSG00000094003	RNA5S3
3887	ENSMUSG00000094003	RNA5S1
3888	ENSMUSG00000094003	RNA5S8
3889	ENSMUSG00000094003	RNA5S7
3890	ENSMUSG00000094003	RNA5S17
3891	ENSMUSG00000094003	RNA5S4
3892	ENSMUSG00000094003	RNA5S15
3893	ENSMUSG00000094003	RNA5S16
3894	ENSMUSG00000094003	RNA5S13
3895	ENSMUSG00000094003	RNA5S14
3896	ENSMUSG00000094003	RNA5S12
3897	ENSMUSG00000094003	RNA5S5
3898	ENSMUSG00000065004	RF00438
3899	ENSMUSG00000096423	RNU6-6P
3900	ENSMUSG00000084474	RNU2-50P
3901	ENSMUSG00000088976	RN7SKP117
3902	ENSMUSG00000088663	RNU6-792P
3903	ENSMUSG00000065460	MIR133A2
3904	ENSMUSG00000084617	RNU2-52P
3905	ENSMUSG00000088994	RN7SKP248
3906	ENSMUSG00000092837	RPPH1
3907	ENSMUSG00000098963	RF01887
3908	ENSMUSG00000065878	SNORD34
3909	ENSMUSG00000088213	RN7SKP11
3910	ENSMUSG00000088018	RNU6-502P
3911	ENSMUSG00000088018	RNU6-437P
3912	ENSMUSG00000089598	RF00413
3913	ENSMUSG00000096037	RNA5SP150
3914	ENSMUSG00000077668	RNU6-813P
3915	ENSMUSG00000088195	RNU6-704P
3916	ENSMUSG00000093164	RF00017
3917	ENSMUSG00000089093	SNORD11
3918	ENSMUSG00000088483	RN7SKP179
3919	ENSMUSG00000098792	RF02271
3920	ENSMUSG00000098667	RF02090
3921	ENSMUSG00000065643	RNU6-120P
3922	ENSMUSG00000077698	SNORD12
3923	ENSMUSG00000078041	MIR371A
3924	ENSMUSG00000064725	SNORD96A
3925	ENSMUSG00000064739	RNU6-1186P
3926	ENSMUSG00000064739	RNU6-237P
3927	ENSMUSG00000064739	RNU6-1121P
3928	ENSMUSG00000077571	SNORA36B
3929	ENSMUSG00000087911	RNU6-519P
3930	ENSMUSG00000087911	RNU6-997P
3931	ENSMUSG00000087915	RN7SKP66
3932	ENSMUSG00000088695	RF00156
3933	ENSMUSG00000095016	RNU6-16P
3934	ENSMUSG00000064801	RNU6-827P
3935	ENSMUSG00000064801	RNU6-74P
3936	ENSMUSG00000065095	RF00092
3937	ENSMUSG00000088628	RF00561
3938	ENSMUSG00000064856	RNU2-2P
3939	ENSMUSG00000088713	RF00413
3940	ENSMUSG00000088925	SNORD70
3941	ENSMUSG00000065789	RNU6-2
3942	ENSMUSG00000065789	RNU6-9
3943	ENSMUSG00000094183	RF00405
3944	ENSMUSG00000065074	RNU6-1309P
3945	ENSMUSG00000065074	RNU6-238P
3946	ENSMUSG00000096237	FAM205A
3947	ENSMUSG00000065493	MIR34A
3948	ENSMUSG00000088128	RNU6-376P
3949	ENSMUSG00000088331	RN7SKP29
3950	ENSMUSG00000084708	RF00554
3951	ENSMUSG00000065557	MIRLET7C
3952	ENSMUSG00000077677	RNU6-1212P
3953	ENSMUSG00000065344	RNU1-19P
3954	ENSMUSG00000065344	RNU1-83P
3955	ENSMUSG00000099318	RF02219
3956	ENSMUSG00000089337	RNU105C
3957	ENSMUSG00000065321	RNU6-44P
3958	ENSMUSG00000087912	SNORD19B
3959	ENSMUSG00000089341	RN7SKP297
3960	ENSMUSG00000088293	RNU6-1198P
3961	ENSMUSG00000089473	RF00096
3962	ENSMUSG00000065014	RNU1-141P
3963	ENSMUSG00000092974	RF00017
3964	ENSMUSG00000094799	SP110
3965	ENSMUSG00000094655	RNU2-2P
3966	ENSMUSG00000089016	RN7SKP19
3967	ENSMUSG00000088097	RN7SKP265
3968	ENSMUSG00000065392	SNORD26
3969	ENSMUSG00000070107	MIR489
3970	ENSMUSG00000065162	RNU6-203P
3971	ENSMUSG00000089153	RNU6-1059P
3972	ENSMUSG00000096826	CCL27
3973	ENSMUSG00000077501	RF00560
3974	ENSMUSG00000077345	SNORD70
3975	ENSMUSG00000094713	RNU6-1
3976	ENSMUSG00000093843	RNU2-2P
3977	ENSMUSG00000088692	RNU1-70P
3978	ENSMUSG00000099002	SNORA17A
3979	ENSMUSG00000080616	RF00012
3980	ENSMUSG00000077349	RNU6-319P
3981	ENSMUSG00000092965	RNU6-1188P
3982	ENSMUSG00000065944	RNU2-2P
3983	ENSMUSG00000096506	CCL19
3984	ENSMUSG00000098543	RF01957
3985	ENSMUSG00000065512	MIR138-2
3986	ENSMUSG00000065293	RF00019
3987	ENSMUSG00000089375	SNORD107
3988	ENSMUSG00000093645	SNORD86
3989	ENSMUSG00000095672	SP110
3990	ENSMUSG00000050503	FBXL22
3991	ENSMUSG00000089298	RN7SKP265
3992	ENSMUSG00000084645	RN7SKP125
3993	ENSMUSG00000084645	RN7SKP51
3994	ENSMUSG00000084645	RN7SKP18
3995	ENSMUSG00000088981	RNU6-158P
3996	ENSMUSG00000080610	SNORD110
3997	ENSMUSG00000065532	MIR187
3998	ENSMUSG00000065490	MIR30C1
3999	ENSMUSG00000098635	RF02143
4000	ENSMUSG00000064859	RNU1-72P
4001	ENSMUSG00000032889	CYB5D1
4002	ENSMUSG00000077734	SNORD83B
4003	ENSMUSG00000077734	RF00593
4004	ENSMUSG00000094576	FAM205A
4005	ENSMUSG00000090673	LCOR
4006	ENSMUSG00000084550	RNU6-1043P
4007	ENSMUSG00000065445	MIR143
4008	ENSMUSG00000088445	SCARNA23
4009	ENSMUSG00000064386	RNU6-213P
4010	ENSMUSG00000077254	SNORA49
4011	ENSMUSG00000087973	RF00554
4012	ENSMUSG00000088769	RN7SKP122
4013	ENSMUSG00000096110	SNORD116-6
4014	ENSMUSG00000096110	SNORD116-9
4015	ENSMUSG00000096110	SNORD116-3
4016	ENSMUSG00000096110	SNORD116-5
4017	ENSMUSG00000096110	SNORD116-1
4018	ENSMUSG00000096110	SNORD116-7
4019	ENSMUSG00000096110	SNORD116-2
4020	ENSMUSG00000096110	SNORD116-8
4021	ENSMUSG00000096110	SNORD116-4
4022	ENSMUSG00000065539	MIR216A
4023	ENSMUSG00000093025	RNU4-74P
4024	ENSMUSG00000065104	RNU6-737P
4025	ENSMUSG00000065104	RNU6-49P
4026	ENSMUSG00000084669	RNU2-53P
4027	ENSMUSG00000098430	RF02215
4028	ENSMUSG00000088463	RN7SKP43
4029	ENSMUSG00000051412	VAMP7
4030	ENSMUSG00000088016	RNU6-724P
4031	ENSMUSG00000095456	AL162231.3
4032	ENSMUSG00000095456	IL11RA
4033	ENSMUSG00000088920	RN7SKP40
4034	ENSMUSG00000088951	RNU6ATAC14P
4035	ENSMUSG00000080542	RNU4ATAC
4036	ENSMUSG00000073173	CT45A8
4037	ENSMUSG00000073173	CT45A3
4038	ENSMUSG00000073173	CT45A10
4039	ENSMUSG00000073173	CT45A2
4040	ENSMUSG00000073173	CT45A5
4041	ENSMUSG00000073173	SAGE1
4042	ENSMUSG00000073173	CT45A6
4043	ENSMUSG00000073173	CT45A7
4044	ENSMUSG00000073173	CT45A1
4045	ENSMUSG00000073173	CT45A9
4046	ENSMUSG00000094377	RNU4-2
4047	ENSMUSG00000065537	MIR132
4048	ENSMUSG00000065430	MIR26A2
4049	ENSMUSG00000065817	SNORA3A
4050	ENSMUSG00000065817	RF00334
4051	ENSMUSG00000093056	RN7SL645P
4052	ENSMUSG00000077769	SNORA29
4053	ENSMUSG00000064513	SNORA9
4054	ENSMUSG00000065047	RF00019
4055	ENSMUSG00000105904	MIR24-1
4056	ENSMUSG00000065716	RF00432
4057	ENSMUSG00000099229	RF02042
4058	ENSMUSG00000088368	RN7SKP204
4059	ENSMUSG00000096596	CCL21
4060	ENSMUSG00000064948	RNU6-1151P
4061	ENSMUSG00000065764	RNU1-141P
4062	ENSMUSG00000064612	RF00280
4063	ENSMUSG00000064612	SNORD51
4064	ENSMUSG00000088236	RNU6-119P
4065	ENSMUSG00000065570	MIR412
4066	ENSMUSG00000065782	SNORD30
4067	ENSMUSG00000065111	RNU6-1315P
4068	ENSMUSG00000015126	TSR3
4069	ENSMUSG00000095431	RNU6-589P
4070	ENSMUSG00000065028	RF00432
4071	ENSMUSG00000031862	ATP13A1
4072	ENSMUSG00000095567	NOC2L
4073	ENSMUSG00000065640	SNORD1C
4074	ENSMUSG00000094874	SP110
4075	ENSMUSG00000065587	MIR34C
4076	ENSMUSG00000077569	SNORA58B
4077	ENSMUSG00000096863	RNU6-1270P
4078	ENSMUSG00000065208	SNORA4
4079	ENSMUSG00000094956	RNA5S6
4080	ENSMUSG00000094956	RNA5S10
4081	ENSMUSG00000094956	RNA5S11
4082	ENSMUSG00000094956	RNA5S2
4083	ENSMUSG00000094956	RNA5S3
4084	ENSMUSG00000094956	RNA5S1
4085	ENSMUSG00000094956	RNA5S8
4086	ENSMUSG00000094956	RNA5S7
4087	ENSMUSG00000094956	RNA5S17
4088	ENSMUSG00000094956	RNA5S4
4089	ENSMUSG00000094956	RNA5S15
4090	ENSMUSG00000094956	RNA5S16
4091	ENSMUSG00000094956	RNA5S13
4092	ENSMUSG00000094956	RNA5S14
4093	ENSMUSG00000094956	RNA5S12
4094	ENSMUSG00000094956	RNA5S5
4095	ENSMUSG00000088754	RNU6-1200P
4096	ENSMUSG00000089608	RNU6-445P
4097	ENSMUSG00000094923	SNORD116-6
4098	ENSMUSG00000094923	SNORD116-9
4099	ENSMUSG00000094923	SNORD116-3
4100	ENSMUSG00000094923	SNORD116-5
4101	ENSMUSG00000094923	SNORD116-1
4102	ENSMUSG00000094923	SNORD116-7
4103	ENSMUSG00000094923	SNORD116-2
4104	ENSMUSG00000094923	SNORD116-8
4105	ENSMUSG00000094923	SNORD116-4
4106	ENSMUSG00000089471	RNU6-1296P
4107	ENSMUSG00000093806	ASMT
4108	ENSMUSG00000094097	RNA5S6
4109	ENSMUSG00000094097	RNA5S10
4110	ENSMUSG00000094097	RNA5S11
4111	ENSMUSG00000094097	RNA5S2
4112	ENSMUSG00000094097	RNA5S3
4113	ENSMUSG00000094097	RNA5S1
4114	ENSMUSG00000094097	RNA5S8
4115	ENSMUSG00000094097	RNA5S7
4116	ENSMUSG00000094097	RNA5S17
4117	ENSMUSG00000094097	RNA5S4
4118	ENSMUSG00000094097	RNA5S15
4119	ENSMUSG00000094097	RNA5S16
4120	ENSMUSG00000094097	RNA5S13
4121	ENSMUSG00000094097	RNA5S14
4122	ENSMUSG00000094097	RNA5S12
4123	ENSMUSG00000094097	RNA5S5
4124	ENSMUSG00000064938	SNORA58
4125	ENSMUSG00000064468	RNU6-45P
4126	ENSMUSG00000098690	RF00017
4127	ENSMUSG00000065549	MIR200B
4128	ENSMUSG00000065192	RNU6-900P
4129	ENSMUSG00000065192	RNU6-246P
4130	ENSMUSG00000084477	RN7SKP241
4131	ENSMUSG00000084477	RN7SKP77
4132	ENSMUSG00000084477	RN7SKP240
4133	ENSMUSG00000077473	RF00560
4134	ENSMUSG00000095045	SNORD116-6
4135	ENSMUSG00000095045	SNORD116-9
4136	ENSMUSG00000095045	SNORD116-3
4137	ENSMUSG00000095045	SNORD116-5
4138	ENSMUSG00000095045	SNORD116-1
4139	ENSMUSG00000095045	SNORD116-7
4140	ENSMUSG00000095045	SNORD116-2
4141	ENSMUSG00000095045	SNORD116-8
4142	ENSMUSG00000095045	SNORD116-4
4143	ENSMUSG00000089293	RNU6-1198P
4144	ENSMUSG00000089372	RNU6-953P
4145	ENSMUSG00000094178	RNA5SP150
4146	ENSMUSG00000093443	RF00285
4147	ENSMUSG00000094977	RNU6-2
4148	ENSMUSG00000094977	RNU6-9
4149	ENSMUSG00000065269	SNORA6
4150	ENSMUSG00000071506	TMEM139
4151	ENSMUSG00000096087	RF00560
4152	ENSMUSG00000084703	RNU4-30P
4153	ENSMUSG00000084703	RNU4-90P
4154	ENSMUSG00000088862	RNU6-1186P
4155	ENSMUSG00000088862	RNU6-237P
4156	ENSMUSG00000088862	RNU6-1121P
4157	ENSMUSG00000064823	SNORD82
4158	ENSMUSG00000096845	SNORD116-6
4159	ENSMUSG00000096845	SNORD116-9
4160	ENSMUSG00000096845	SNORD116-3
4161	ENSMUSG00000096845	SNORD116-5
4162	ENSMUSG00000096845	SNORD116-1
4163	ENSMUSG00000096845	SNORD116-7
4164	ENSMUSG00000096845	SNORD116-2
4165	ENSMUSG00000096845	SNORD116-8
4166	ENSMUSG00000096845	SNORD116-4
4167	ENSMUSG00000080463	RF00612
4168	ENSMUSG00000065887	RNA5S9
4169	ENSMUSG00000084418	RF00334
4170	ENSMUSG00000094915	SP100
4171	ENSMUSG00000098986	RF01955
4172	ENSMUSG00000084487	SNORD114-14
4173	ENSMUSG00000065426	MIR134
4174	ENSMUSG00000065029	RNU6-850P
4175	ENSMUSG00000088939	RN7SKP252
4176	ENSMUSG00000065050	RNU1-13P
4177	ENSMUSG00000065050	RNU1-67P
4178	ENSMUSG00000065050	RNU1-34P
4179	ENSMUSG00000065050	RNU1-11P
4180	ENSMUSG00000094301	RNU6-903P
4181	ENSMUSG00000094301	RNU6-906P
4182	ENSMUSG00000094301	RNU6-205P
4183	ENSMUSG00000094301	RNU6-518P
4184	ENSMUSG00000098948	RF01882
4185	ENSMUSG00000098807	MIR1185-2
4186	ENSMUSG00000098807	MIR1185-1
4187	ENSMUSG00000064526	RNU6-670P
4188	ENSMUSG00000065022	SNORD114-16
4189	ENSMUSG00000065022	SNORD114-11
4190	ENSMUSG00000065022	SNORD114-13
4191	ENSMUSG00000089417	SCARNA7
4192	ENSMUSG00000087754	RNU1-38P
4193	ENSMUSG00000087754	RNU1-88P
4194	ENSMUSG00000064764	RNU2-35P
4195	ENSMUSG00000064574	RNU6-190P
4196	ENSMUSG00000080669	MIR1224
4197	ENSMUSG00000098254	RF01954
4198	ENSMUSG00000065482	MIR302C
4199	ENSMUSG00000090455	KRTAP5-8
4200	ENSMUSG00000090455	KRTAP5-6
4201	ENSMUSG00000098261	RNU7-167P
4202	ENSMUSG00000065041	SNORA6
4203	ENSMUSG00000099133	RF02132
4204	ENSMUSG00000088902	RN7SKP268
4205	ENSMUSG00000093893	RNA5S6
4206	ENSMUSG00000093893	RNA5S10
4207	ENSMUSG00000093893	RNA5S11
4208	ENSMUSG00000093893	RNA5S2
4209	ENSMUSG00000093893	RNA5S3
4210	ENSMUSG00000093893	RNA5S1
4211	ENSMUSG00000093893	RNA5S8
4212	ENSMUSG00000093893	RNA5S7
4213	ENSMUSG00000093893	RNA5S17
4214	ENSMUSG00000093893	RNA5S4
4215	ENSMUSG00000093893	RNA5S15
4216	ENSMUSG00000093893	RNA5S16
4217	ENSMUSG00000093893	RNA5S13
4218	ENSMUSG00000093893	RNA5S14
4219	ENSMUSG00000093893	RNA5S12
4220	ENSMUSG00000093893	RNA5S5
4221	ENSMUSG00000088223	RN7SKP12
4222	ENSMUSG00000087782	RNU6-254P
4223	ENSMUSG00000087782	RNU6-1313P
4224	ENSMUSG00000065442	MIR20A
4225	ENSMUSG00000064731	SNORD45B
4226	ENSMUSG00000088972	RNU6-1340P
4227	ENSMUSG00000088432	RNU6-993P
4228	ENSMUSG00000089404	RF00019
4229	ENSMUSG00000087935	SNORA81
4230	ENSMUSG00000064829	SNORD36B
4231	ENSMUSG00000096302	SNORD116-6
4232	ENSMUSG00000096302	SNORD116-9
4233	ENSMUSG00000096302	SNORD116-3
4234	ENSMUSG00000096302	SNORD116-5
4235	ENSMUSG00000096302	SNORD116-1
4236	ENSMUSG00000096302	SNORD116-7
4237	ENSMUSG00000096302	SNORD116-2
4238	ENSMUSG00000096302	SNORD116-8
4239	ENSMUSG00000096302	SNORD116-4
4240	ENSMUSG00000064570	SNORA9
4241	ENSMUSG00000065812	SNORA80A
4242	ENSMUSG00000065812	SNORA80B
4243	ENSMUSG00000065812	SNORA80C
4244	ENSMUSG00000065812	SNORA80D
4245	ENSMUSG00000070235	RF00019
4246	ENSMUSG00000084517	SNORA66
4247	ENSMUSG00000084552	RNU2-58P
4248	ENSMUSG00000087796	RNU6-299P
4249	ENSMUSG00000099236	MIR668
4250	ENSMUSG00000104948	MIR544A
4251	ENSMUSG00000088056	RF00554
4252	ENSMUSG00000065569	MIR137
4253	ENSMUSG00000099192	RF02271
4254	ENSMUSG00000088169	SNORD124
4255	ENSMUSG00000088979	SNORA72
4256	ENSMUSG00000089227	RN7SKP14
4257	ENSMUSG00000064952	RF00153
4258	ENSMUSG00000088518	RF00411
4259	ENSMUSG00000064697	RF00272
4260	ENSMUSG00000093319	RF00017
4261	ENSMUSG00000088119	RNU6-638P
4262	ENSMUSG00000089113	RPPH1-2P
4263	ENSMUSG00000088541	RF00554
4264	ENSMUSG00000089589	RF00554
4265	ENSMUSG00000065251	RNU2-2P
4266	ENSMUSG00000088670	RF00322
4267	ENSMUSG00000065547	MIR199A1
4268	ENSMUSG00000093992	RNU6-3P
4269	ENSMUSG00000088048	RNU6-196P
4270	ENSMUSG00000065080	RNU6-105P
4271	ENSMUSG00000065202	RF00401
4272	ENSMUSG00000065202	SNORA20B
4273	ENSMUSG00000064577	RNU6-865P
4274	ENSMUSG00000084700	RNU2-66P
4275	ENSMUSG00000096015	RNA5S6
4276	ENSMUSG00000096015	RNA5S10
4277	ENSMUSG00000096015	RNA5S11
4278	ENSMUSG00000096015	RNA5S2
4279	ENSMUSG00000096015	RNA5S3
4280	ENSMUSG00000096015	RNA5S1
4281	ENSMUSG00000096015	RNA5S8
4282	ENSMUSG00000096015	RNA5S7
4283	ENSMUSG00000096015	RNA5S17
4284	ENSMUSG00000096015	RNA5S4
4285	ENSMUSG00000096015	RNA5S15
4286	ENSMUSG00000096015	RNA5S16
4287	ENSMUSG00000096015	RNA5S13
4288	ENSMUSG00000096015	RNA5S14
4289	ENSMUSG00000096015	RNA5S12
4290	ENSMUSG00000096015	RNA5S5
4291	ENSMUSG00000089536	SCARNA3
4292	ENSMUSG00000065617	MIR323A
4293	ENSMUSG00000087994	SNORD114-26
4294	ENSMUSG00000094033	RNU6-1082P
4295	ENSMUSG00000080540	SNORA50C
4296	ENSMUSG00000098946	RF02208
4297	ENSMUSG00000065940	SNORA21
4298	ENSMUSG00000087852	RN7SKP294
4299	ENSMUSG00000099179	RF02271
4300	ENSMUSG00000092986	RF00017
4301	ENSMUSG00000093413	SNORA15B-1
4302	ENSMUSG00000093413	SNORA15B-2
4303	ENSMUSG00000093413	SNORA15
4304	ENSMUSG00000099232	RF02219
4305	ENSMUSG00000064441	SNORD37
4306	ENSMUSG00000064441	RF00440
4307	ENSMUSG00000088772	RF01241
4308	ENSMUSG00000098755	RF00017
4309	ENSMUSG00000098536	RF01978
4310	ENSMUSG00000094150	SNORD116-6
4311	ENSMUSG00000094150	SNORD116-9
4312	ENSMUSG00000094150	SNORD116-3
4313	ENSMUSG00000094150	SNORD116-5
4314	ENSMUSG00000094150	SNORD116-1
4315	ENSMUSG00000094150	SNORD116-7
4316	ENSMUSG00000094150	SNORD116-2
4317	ENSMUSG00000094150	SNORD116-8
4318	ENSMUSG00000094150	SNORD116-4
4319	ENSMUSG00000065510	MIR361
4320	ENSMUSG00000098816	RF01973
4321	ENSMUSG00000080607	SNORD23
4322	ENSMUSG00000064751	SNORD46
4323	ENSMUSG00000065118	SNORA54
4324	ENSMUSG00000065203	RNU6-656P
4325	ENSMUSG00000089239	SNORD63B
4326	ENSMUSG00000076309	MIR147B
4327	ENSMUSG00000095087	RNU6-419P
4328	ENSMUSG00000084596	RN7SKP8
4329	ENSMUSG00000096634	SNORD116-6
4330	ENSMUSG00000096634	SNORD116-9
4331	ENSMUSG00000096634	SNORD116-3
4332	ENSMUSG00000096634	SNORD116-5
4333	ENSMUSG00000096634	SNORD116-1
4334	ENSMUSG00000096634	SNORD116-7
4335	ENSMUSG00000096634	SNORD116-2
4336	ENSMUSG00000096634	SNORD116-8
4337	ENSMUSG00000096634	SNORD116-4
4338	ENSMUSG00000098891	RF01967
4339	ENSMUSG00000076050	MIR450B
4340	ENSMUSG00000065924	SNORA71D
4341	ENSMUSG00000065924	RF00056
4342	ENSMUSG00000065924	SNORA71C
4343	ENSMUSG00000077506	RF00493
4344	ENSMUSG00000064652	SNORA31
4345	ENSMUSG00000084433	SNORA80E
4346	ENSMUSG00000098395	RF01877
4347	ENSMUSG00000089177	RF00402
4348	ENSMUSG00000065770	RNU1-14P
4349	ENSMUSG00000064419	RF00015
4350	ENSMUSG00000097052	SNORA17B
4351	ENSMUSG00000064909	RNU6-1060P
4352	ENSMUSG00000065574	MIR203B
4353	ENSMUSG00000088542	RNU6-351P
4354	ENSMUSG00000089452	RNU6-34P
4355	ENSMUSG00000088436	RNU6-99P
4356	ENSMUSG00000094218	SNORD116-6
4357	ENSMUSG00000094218	SNORD116-9
4358	ENSMUSG00000094218	SNORD116-3
4359	ENSMUSG00000094218	SNORD116-5
4360	ENSMUSG00000094218	SNORD116-1
4361	ENSMUSG00000094218	SNORD116-7
4362	ENSMUSG00000094218	SNORD116-2
4363	ENSMUSG00000094218	SNORD116-8
4364	ENSMUSG00000094218	SNORD116-4
4365	ENSMUSG00000065299	RNU6-969P
4366	ENSMUSG00000099317	RF02248
4367	ENSMUSG00000077419	RNU2-63P
4368	ENSMUSG00000088898	RF00100
4369	ENSMUSG00000089531	RF00045
4370	ENSMUSG00000089531	RNU105B
4371	ENSMUSG00000098998	PVT1
4372	ENSMUSG00000088266	RF00554
4373	ENSMUSG00000095085	RNU6-382P
4374	ENSMUSG00000064797	RF00342
4375	ENSMUSG00000064797	SNORD6
4376	ENSMUSG00000088395	RN7SKP17
4377	ENSMUSG00000089072	RF00394
4378	ENSMUSG00000064843	RNU6-1144P
4379	ENSMUSG00000093009	SNORD52
4380	ENSMUSG00000089186	RN7SKP12
4381	ENSMUSG00000065536	MIR98
4382	ENSMUSG00000087847	SCARNA13
4383	ENSMUSG00000070102	MIR455
4384	ENSMUSG00000095116	RNU6-644P
4385	ENSMUSG00000065304	SNORA22B
4386	ENSMUSG00000065304	SNORA22C
4387	ENSMUSG00000065304	SNORA22
4388	ENSMUSG00000084628	RN7SKP56
4389	ENSMUSG00000096159	SNORD116-6
4390	ENSMUSG00000096159	SNORD116-9
4391	ENSMUSG00000096159	SNORD116-3
4392	ENSMUSG00000096159	SNORD116-5
4393	ENSMUSG00000096159	SNORD116-1
4394	ENSMUSG00000096159	SNORD116-7
4395	ENSMUSG00000096159	SNORD116-2
4396	ENSMUSG00000096159	SNORD116-8
4397	ENSMUSG00000096159	SNORD116-4
4398	ENSMUSG00000065858	RNU1-15P
4399	ENSMUSG00000098373	RF01518
4400	ENSMUSG00000065089	SNORA46
4401	ENSMUSG00000065089	RF00404
4402	ENSMUSG00000009047	KRTAP13-3
4403	ENSMUSG00000098709	RF01928
4404	ENSMUSG00000093971	SNORD116-6
4405	ENSMUSG00000093971	SNORD116-9
4406	ENSMUSG00000093971	SNORD116-3
4407	ENSMUSG00000093971	SNORD116-5
4408	ENSMUSG00000093971	SNORD116-1
